iter	RMSE
454	0.1356794858
455	0.1355663698
456	0.1354958413
457	0.1354257751
458	0.1353474595
459	0.1352863422
460	0.1352067456
461	0.1351377506
462	0.1350257265
463	0.1349607414
464	0.1348746052
465	0.1347631403
466	0.1346897859
467	0.1346351011
468	0.1345845494
469	0.1345297999
470	0.1344647986
471	0.1343888319
472	0.1343272135
473	0.1342682409
474	0.1342077762
475	0.1340769395
476	0.134042482
477	0.1339973694
478	0.1339145782
479	0.1338638443
480	0.1337890528
481	0.1336696162
482	0.1336107556
483	0.1335652599
484	0.1334716964
485	0.1333322246
486	0.1332206467
487	0.133176196
488	0.1330329156
489	0.1329543535
490	0.1329030256
491	0.1328401168
492	0.1327705768
493	0.1327132613
494	0.1326642337
495	0.1325314472
496	0.1324393503
497	0.1323832845
498	0.1323084973
499	0.132255485
500	0.1321982733
501	0.1321260714
502	0.1320728809
503	0.1320247345
504	0.1319814088
505	0.1319474385
506	0.1319093334
507	0.1318678955
508	0.1318037622
509	0.1316814222
510	0.1315692882
511	0.1315162467
512	0.1314792489
513	0.1314355202
514	0.1313795665
515	0.1313251929
516	0.131217655
517	0.1311670233
518	0.1310414237
519	0.1309212146
520	0.1308197988
521	0.1307722128
522	0.1307206971
523	0.1305643251
524	0.1305040718
525	0.1304427196
526	0.1303950006
527	0.1303480096
528	0.1302624285
529	0.1301860039
530	0.1301352386
531	0.1300708095
532	0.130022079
533	0.1298835614
534	0.129828647
535	0.1297847294
536	0.1297237732
537	0.1296817574
538	0.1296386484
539	0.1294763429
540	0.129390751
541	0.1292934376
542	0.1292442873
543	0.1291824802
544	0.1291287085
545	0.1289866544
546	0.128893391
547	0.128811947
548	0.1286918693
549	0.1286092879
550	0.1285620556
551	0.1285069239
552	0.128396172
553	0.1283674904
554	0.1283063103
555	0.128254476
556	0.1281894736
557	0.1281241354
558	0.1280707864
559	0.1279473698
560	0.12790331
561	0.1278602922
562	0.1277635581
563	0.1277169068
564	0.127631069
565	0.1275762274
566	0.1275421522
567	0.1274501777
568	0.1274074633
569	0.1272764879
570	0.1272121406
571	0.1271721388
572	0.1271077659
573	0.1269862498
574	0.1269486468
575	0.1268721824
576	0.126814166
577	0.1267408634
578	0.1266959633
579	0.1265954629
580	0.1265462444
581	0.1264540449
582	0.1264026522
583	0.1263686525
584	0.1262685174
585	0.1262269034
586	0.1261519901
587	0.1260188264
588	0.1259597852
589	0.125874318
590	0.12582017
591	0.1257277241
592	0.1256859905
593	0.1256187328
594	0.1255958109
595	0.1254772782
596	0.1253817364
597	0.1253383466
598	0.1252920885
599	0.1252571402
600	0.1251968002
601	0.1250959315
602	0.1249777532
603	0.1249349993
604	0.1248242248
605	0.1247676554
606	0.1247376836
607	0.1246872659
608	0.12462156
609	0.1245794983
610	0.1245014615
611	0.1244199343
612	0.1243513992
613	0.124308664
614	0.1242752635
615	0.1242399952
616	0.1241869695
617	0.1241421466
618	0.124072736
619	0.1240463753
620	0.1239736576
621	0.123929885
622	0.1238688569
623	0.1238349851
624	0.1237972945
625	0.1237685672
626	0.1236843581
627	0.1236371112
628	0.1235862909
629	0.1235392002
630	0.1234552061
631	0.1234154592
632	0.1233218342
633	0.1232714831
634	0.1232394567
635	0.1231639884
636	0.1230661873
637	0.1230360601
638	0.1230102959
639	0.1229668014
640	0.1228381745
641	0.1227443144
642	0.1226783415
643	0.1226444732
644	0.1225422791
645	0.1224884131
646	0.1224528913
647	0.1223751949
648	0.1222968204
649	0.1222617656
650	0.1221800419
651	0.122131479
652	0.1220639791
653	0.1220310671
654	0.1219555455
655	0.1218591221
656	0.1218092698
657	0.1217725943
658	0.1216986665
659	0.1216501702
660	0.1216008242
661	0.1215569268
662	0.1215076263
663	0.1214674256
664	0.1214032396
665	0.1213701557
666	0.1213166974
667	0.1212764641
668	0.1212040548
669	0.1211625924
670	0.1211225049
671	0.1210492266
672	0.1209852136
673	0.1209548807
674	0.120906105
675	0.1208603581
676	0.1207817181
677	0.1207445084
678	0.1207217049
679	0.1206776038
680	0.120612682
681	0.1205506506
682	0.1205224651
683	0.1204446148
684	0.120423869
685	0.1203538936
686	0.1202963223
687	0.1202490657
688	0.1202260189
689	0.120194231
690	0.1201646053
691	0.1201012341
692	0.1200204355
693	0.1199842313
694	0.1199389507
695	0.1199028928
696	0.1198678947
697	0.1198299362
698	0.1197626609
699	0.1197149023
700	0.1196615947
701	0.1195733629
702	0.119532433
703	0.1194654283
704	0.1193985499
705	0.1193597228
706	0.119307875
707	0.1192638579
708	0.1191866793
709	0.1191471322
710	0.1190632574
711	0.1189581342
712	0.1189181318
713	0.1188511294
714	0.118802735
715	0.1186911831
716	0.1186302759
717	0.1185737814
718	0.1185283744
719	0.1184648507
720	0.1184332648
721	0.1183848024
722	0.1183573915
723	0.1183151896
724	0.1182629953
725	0.1181985224
726	0.1181692928
727	0.1181260688
728	0.1180457743
729	0.1179943127
730	0.1179373724
731	0.1178856386
732	0.1178280172
733	0.1177414912
734	0.1176833682
735	0.1176321047
736	0.1175785975
737	0.1175604692
738	0.1175182921
739	0.1174897393
740	0.1174426937
741	0.1174087253
742	0.1173748736
743	0.1173365955
744	0.1173049839
745	0.117237854
746	0.1171827796
747	0.117149421
748	0.1170737702
749	0.116998953
750	0.1169647717
751	0.1169056134
752	0.1168769292
753	0.1168359284
754	0.1167914841
755	0.1167212176
756	0.1166967263
757	0.1166407965
758	0.1166035275
759	0.1165423715
760	0.1164846966
761	0.1164409534
762	0.1163999713
763	0.1163541799
764	0.1162993696
765	0.1162659212
766	0.1162370823
767	0.1161951482
768	0.1161598113
769	0.1161149858
770	0.1160127186
771	0.1159784472
772	0.1158474749
773	0.1157850313
774	0.1157389486
775	0.1157015243
776	0.1156416614
777	0.1155914219
778	0.1155674746
779	0.115524319
780	0.1154924721
781	0.1154437735
782	0.1153670983
783	0.115347936
784	0.115310846
785	0.1152716105
786	0.1152336958
787	0.1151960962
788	0.1151569858
789	0.1150961526
790	0.1150622179
791	0.1150198066
792	0.1149918254
793	0.1149230029
794	0.1148412831
795	0.1147977768
796	0.1147620201
797	0.1147375252
798	0.1146905308
799	0.1146501768
800	0.1146266663
801	0.1145986178
802	0.1145542764
803	0.1145236876
804	0.1144531352
805	0.1144162637
806	0.1143826816
807	0.1143297446
808	0.1142990965
809	0.1142767721
810	0.1142461731
811	0.1142194195
812	0.1141921977
813	0.1141056235
814	0.1139946147
815	0.1139176366
816	0.1138560336
817	0.1138094407
818	0.1137628032
819	0.1137443093
820	0.1136670473
821	0.1136088563
822	0.1135821996
823	0.1135192996
824	0.1134906621
825	0.1134584326
826	0.1134100535
827	0.1133642862
828	0.1132926943
829	0.1132660244
830	0.1132284381
831	0.113202969
832	0.1131363621
833	0.1130852871
834	0.1130563207
835	0.1130224342
836	0.1129829146
837	0.1128988276
838	0.112857432
839	0.1128251841
840	0.1127822645
841	0.1127460988
842	0.1127139027
843	0.1126892906
844	0.1126573373
845	0.1126112663
846	0.1125499423
847	0.1125287169
848	0.1124720234
849	0.1124102375
850	0.1123386269
851	0.112304274
852	0.1122690191
853	0.11219883
854	0.1121576499
855	0.1120510591
856	0.1120127916
857	0.1119772692
858	0.1119341707
859	0.1118821795
860	0.1118200757
861	0.1117933111
862	0.1117652263
863	0.111708488
864	0.1116670608
865	0.1115942226
866	0.1115705933
867	0.1115315357
868	0.1114784979
869	0.1114538972
870	0.1114030863
871	0.1113557253
872	0.1113156756
873	0.1112918071
874	0.1112160703
875	0.1111921572
876	0.1111508796
877	0.1111255613
878	0.1111005533
879	0.1110629119
880	0.1110297576
881	0.1110054693
882	0.110957719
883	0.1109166802
884	0.1108791158
885	0.1108333636
886	0.1108047363
887	0.110736351
888	0.1107064345
889	0.110654865
890	0.1106372682
891	0.1105837573
892	0.1104678734
893	0.1104249019
894	0.1103788024
895	0.1102783427
896	0.1102471423
897	0.1102197999
898	0.1101809015
899	0.1101298068
900	0.1101161408
901	0.1100629856
902	0.1100205675
903	0.1099888124
904	0.1099605436
905	0.1099241839
906	0.1098933167
907	0.109861471
908	0.1098401219
909	0.109800717
910	0.1097565143
911	0.109721305
912	0.1096973885
913	0.109604699
914	0.1095527953
915	0.10952273
916	0.109496674
917	0.1094779124
918	0.1094345314
919	0.1094145128
920	0.1093570301
921	0.1093197658
922	0.1092782792
923	0.1092549311
924	0.1092311588
925	0.1091671928
926	0.1091482369
927	0.1091252497
928	0.109104076
929	0.1090719825
930	0.1090535551
931	0.109008828
932	0.1089775382
933	0.1089487209
934	0.1089254953
935	0.1089046851
936	0.1088798283
937	0.1088375105
938	0.1087990791
939	0.1087550665
940	0.1087294193
941	0.108689623
942	0.1086438494
943	0.108607616
944	0.1085867923
945	0.108562674
946	0.1085117856
947	0.1084827531
948	0.1084523863
949	0.1084144495
950	0.1083653601
951	0.1083406084
952	0.108319856
953	0.108291109
954	0.1082608554
955	0.1082240957
956	0.1081885689
957	0.1080585355
958	0.1080299791
959	0.1079978644
960	0.1079766743
961	0.107943645
962	0.1079116285
963	0.1078897541
964	0.1078617323
965	0.1078216841
966	0.1077958386
967	0.1077616776
968	0.1077357855
969	0.1076260313
970	0.1076033661
971	0.1075456355
972	0.107508934
973	0.1074700041
974	0.1074350887
975	0.107377414
976	0.1073578769
977	0.1073155514
978	0.107291624
979	0.1072496771
980	0.1072092293
981	0.1071766341
982	0.1071373739
983	0.1070848259
984	0.107060374
985	0.1070458125
986	0.1070073359
987	0.1069592737
988	0.1069260165
989	0.1068523711
990	0.106823084
991	0.1067903196
992	0.1067264735
993	0.106701098
994	0.1066710734
995	0.1066437511
996	0.1065672663
997	0.1065301537
998	0.1065025738
999	0.106474485
